artist,related_to,id,popularity,followers,collaborations,genres_num,song_name,song_popularity,artist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Young Thug,Drake,50co4Is1HCEo8bhOyUWKpn,84.0,7394197.0,8.0,9.0,Solid (feat. Drake),76.0,50co4Is1HCEo8bhOyUWKpn,0.887,0.485,11.0,-9.358,0.0,0.2,0.0392,0.0,0.141,0.328,125.987,215693.0
Young Thug,Drake,50co4Is1HCEo8bhOyUWKpn,84.0,7394197.0,8.0,9.0,Potion (with Dua Lipa & Young Thug),88.0,50co4Is1HCEo8bhOyUWKpn,0.824,0.697,11.0,-4.869,0.0,0.0473,0.158,4.11e-05,0.077,0.757,99.988,214460.0
Young Thug,Drake,50co4Is1HCEo8bhOyUWKpn,84.0,7394197.0,8.0,9.0,Livin It Up (with Post Malone & A$AP Rocky),76.0,50co4Is1HCEo8bhOyUWKpn,0.767,0.313,7.0,-12.059,1.0,0.0798,0.838,0.0,0.105,0.765,82.582,210907.0
Jeremih,Drake,3KV3p5EY4AvKxOlhGHORLg,74.0,5819096.0,0.0,8.0,Planez,70.0,3KV3p5EY4AvKxOlhGHORLg,0.688,0.556,6.0,-7.738,1.0,0.264,0.7,1.87e-06,0.108,0.416,129.336,240320.0
Jeremih,Drake,3KV3p5EY4AvKxOlhGHORLg,74.0,5819096.0,0.0,8.0,Don't Tell 'Em,74.0,3KV3p5EY4AvKxOlhGHORLg,0.856,0.527,2.0,-5.225,1.0,0.0997,0.392,0.0,0.11,0.386,98.052,266840.0
Jeremih,Drake,3KV3p5EY4AvKxOlhGHORLg,74.0,5819096.0,0.0,8.0,oui,77.0,3KV3p5EY4AvKxOlhGHORLg,0.418,0.724,5.0,-3.724,1.0,0.0964,0.213,0.0,0.112,0.604,78.521,238320.0
Jeremih,Drake,3KV3p5EY4AvKxOlhGHORLg,74.0,5819096.0,0.0,8.0,U 2 Luv (feat. Jeremih),52.0,3KV3p5EY4AvKxOlhGHORLg,0.626,0.588,6.0,-7.085,1.0,0.151,0.138,0.000376,0.0959,0.671,177.719,208216.0
Jeremih,Drake,3KV3p5EY4AvKxOlhGHORLg,74.0,5819096.0,0.0,8.0,Down On Me,73.0,3KV3p5EY4AvKxOlhGHORLg,0.7,0.598,2.0,-7.783,1.0,0.114,0.0369,0.0,0.111,0.594,160.041,228453.0
Jeremih,Drake,3KV3p5EY4AvKxOlhGHORLg,74.0,5819096.0,0.0,8.0,Remember Me,62.0,3KV3p5EY4AvKxOlhGHORLg,0.529,0.316,1.0,-8.675,0.0,0.0518,0.646,7.97e-05,0.106,0.0386,133.714,175093.0
Jeremih,Drake,3KV3p5EY4AvKxOlhGHORLg,74.0,5819096.0,0.0,8.0,Impatient,68.0,3KV3p5EY4AvKxOlhGHORLg,0.697,0.4,5.0,-5.888,0.0,0.0511,0.106,0.0,0.102,0.443,179.007,245520.0
Jeremih,Drake,3KV3p5EY4AvKxOlhGHORLg,74.0,5819096.0,0.0,8.0,Birthday Sex,66.0,3KV3p5EY4AvKxOlhGHORLg,0.679,0.522,7.0,-5.603,0.0,0.0427,0.297,0.0,0.151,0.445,60.014,226507.0
Jeremih,Drake,3KV3p5EY4AvKxOlhGHORLg,74.0,5819096.0,0.0,8.0,Love Don't Change,67.0,3KV3p5EY4AvKxOlhGHORLg,0.539,0.424,11.0,-9.361,1.0,0.0406,0.317,0.0,0.108,0.17,118.071,256867.0
Jeremih,Drake,3KV3p5EY4AvKxOlhGHORLg,74.0,5819096.0,0.0,8.0,All The Time (feat. Lil Wayne & Natasha Mosley),61.0,3KV3p5EY4AvKxOlhGHORLg,0.795,0.452,9.0,-9.369,0.0,0.331,0.58,5.56e-06,0.12,0.0357,109.953,263786.0
Bryson Tiller,Drake,2EMAnMvWE2eb56ToJVfCWs,77.0,5815028.0,0.0,6.0,THRU THE NIGHT (feat. Bryson Tiller),70.0,2EMAnMvWE2eb56ToJVfCWs,0.88,0.58,5.0,-5.032,0.0,0.0438,0.016,3.83e-06,0.0936,0.754,124.003,128409.0
Bryson Tiller,Drake,2EMAnMvWE2eb56ToJVfCWs,77.0,5815028.0,0.0,6.0,What Would You Do?,78.0,2EMAnMvWE2eb56ToJVfCWs,0.687,0.895,9.0,-2.983,1.0,0.0474,0.149,0.00592,0.121,0.686,124.041,174215.0
Bryson Tiller,Drake,2EMAnMvWE2eb56ToJVfCWs,77.0,5815028.0,0.0,6.0,Need You Right Here (feat. Bryson Tiller),69.0,2EMAnMvWE2eb56ToJVfCWs,0.654,0.519,2.0,-8.593,1.0,0.057,0.04,0.0,0.133,0.119,91.938,191160.0
Bryson Tiller,Drake,2EMAnMvWE2eb56ToJVfCWs,77.0,5815028.0,0.0,6.0,Playing Games (with Bryson Tiller) - Extended Version,76.0,2EMAnMvWE2eb56ToJVfCWs,0.726,0.408,11.0,-6.606,0.0,0.0614,0.603,0.0,0.225,0.459,115.918,143227.0
Bryson Tiller,Drake,2EMAnMvWE2eb56ToJVfCWs,77.0,5815028.0,0.0,6.0,Gotta Move On (feat. Bryson Tiller),71.0,2EMAnMvWE2eb56ToJVfCWs,0.699,0.679,9.0,-4.528,1.0,0.0556,0.55,0.0,0.0816,0.56,102.919,160777.0
Bryson Tiller,Drake,2EMAnMvWE2eb56ToJVfCWs,77.0,5815028.0,0.0,6.0,Don't,79.0,2EMAnMvWE2eb56ToJVfCWs,0.765,0.356,11.0,-5.556,0.0,0.195,0.223,0.0,0.0963,0.189,96.991,198293.0
Bryson Tiller,Drake,2EMAnMvWE2eb56ToJVfCWs,77.0,5815028.0,0.0,6.0,Exchange,77.0,2EMAnMvWE2eb56ToJVfCWs,0.525,0.433,6.0,-10.598,1.0,0.185,0.107,0.0,0.135,0.276,160.108,194613.0
Bryson Tiller,Drake,2EMAnMvWE2eb56ToJVfCWs,77.0,5815028.0,0.0,6.0,Outta Time (feat. Drake),68.0,2EMAnMvWE2eb56ToJVfCWs,0.714,0.582,5.0,-7.272,0.0,0.0808,0.0129,0.0,0.0774,0.338,92.819,198822.0
Bryson Tiller,Drake,2EMAnMvWE2eb56ToJVfCWs,77.0,5815028.0,0.0,6.0,Sorrows,70.0,2EMAnMvWE2eb56ToJVfCWs,0.633,0.793,5.0,-6.847,0.0,0.182,0.148,0.0,0.867,0.761,109.093,193702.0
Bryson Tiller,Drake,2EMAnMvWE2eb56ToJVfCWs,77.0,5815028.0,0.0,6.0,Right My Wrongs,74.0,2EMAnMvWE2eb56ToJVfCWs,0.543,0.449,1.0,-8.065,1.0,0.0463,0.345,0.0,0.157,0.29,132.609,249320.0
French Montana,Drake,6vXTefBL93Dj5IqAWq6OTv,77.0,4589280.0,0.0,6.0,Rushmore Pack,64.0,6vXTefBL93Dj5IqAWq6OTv,0.459,0.719,4.0,-9.762,0.0,0.231,0.318,4.08e-06,0.772,0.348,85.988,172023.0
French Montana,Drake,6vXTefBL93Dj5IqAWq6OTv,77.0,4589280.0,0.0,6.0,No Stylist (feat. Drake),59.0,6vXTefBL93Dj5IqAWq6OTv,0.762,0.696,5.0,-4.795,0.0,0.126,0.0172,1.33e-06,0.22,0.532,147.123,189692.0
French Montana,Drake,6vXTefBL93Dj5IqAWq6OTv,77.0,4589280.0,0.0,6.0,Je M'appelle (feat. Tion Wayne & French Montana) - Remix,74.0,6vXTefBL93Dj5IqAWq6OTv,0.761,0.773,11.0,-4.57,1.0,0.238,0.152,0.0,0.63,0.947,141.174,150213.0
French Montana,Drake,6vXTefBL93Dj5IqAWq6OTv,77.0,4589280.0,0.0,6.0,Mopstick (with Kodak Black),67.0,6vXTefBL93Dj5IqAWq6OTv,0.847,0.358,1.0,-8.274,1.0,0.473,0.00179,0.0,0.111,0.218,163.979,216415.0
French Montana,Drake,6vXTefBL93Dj5IqAWq6OTv,77.0,4589280.0,0.0,6.0,Tip Toe (feat. French Montana),65.0,6vXTefBL93Dj5IqAWq6OTv,0.845,0.709,10.0,-4.547,0.0,0.0714,0.0233,0.0,0.094,0.62,98.062,187521.0
French Montana,Drake,6vXTefBL93Dj5IqAWq6OTv,77.0,4589280.0,0.0,6.0,Kind of Girl,67.0,6vXTefBL93Dj5IqAWq6OTv,0.428,0.698,11.0,-7.837,0.0,0.408,0.318,0.0,0.449,0.191,151.794,177788.0
French Montana,Drake,6vXTefBL93Dj5IqAWq6OTv,77.0,4589280.0,0.0,6.0,Unforgettable,82.0,6vXTefBL93Dj5IqAWq6OTv,0.726,0.769,6.0,-5.043,1.0,0.123,0.0293,0.0101,0.104,0.733,97.985,233902.0
French Montana,Drake,6vXTefBL93Dj5IqAWq6OTv,77.0,4589280.0,0.0,6.0,Bricks & Bags,65.0,6vXTefBL93Dj5IqAWq6OTv,0.664,0.676,1.0,-8.325,1.0,0.322,0.0421,0.0,0.0805,0.425,176.084,222308.0
French Montana,Drake,6vXTefBL93Dj5IqAWq6OTv,77.0,4589280.0,0.0,6.0,"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2",67.0,6vXTefBL93Dj5IqAWq6OTv,0.618,0.845,2.0,0.175,1.0,0.132,0.114,0.0,0.415,0.486,171.921,181720.0
French Montana,Drake,6vXTefBL93Dj5IqAWq6OTv,77.0,4589280.0,0.0,6.0,Keep It Real,68.0,6vXTefBL93Dj5IqAWq6OTv,0.757,0.567,11.0,-8.57,0.0,0.0463,0.0415,2.76e-05,0.272,0.272,92.968,227097.0
Miguel,Drake,360IAlyVv4PCEVjgyMZrxK,76.0,4121900.0,0.0,4.0,Sure Thing,78.0,360IAlyVv4PCEVjgyMZrxK,0.684,0.607,11.0,-8.127,0.0,0.1,0.0267,0.000307,0.191,0.498,81.001,195373.0
Miguel,Drake,360IAlyVv4PCEVjgyMZrxK,76.0,4121900.0,0.0,4.0,Girl With The Tattoo Enter.lewd,74.0,360IAlyVv4PCEVjgyMZrxK,0.372,0.239,6.0,-11.314,0.0,0.0296,0.856,0.000175,0.168,0.127,113.451,102813.0
Miguel,Drake,360IAlyVv4PCEVjgyMZrxK,76.0,4121900.0,0.0,4.0,Come Through and Chill (feat. J. Cole & Salaam Remi),69.0,360IAlyVv4PCEVjgyMZrxK,0.461,0.653,6.0,-8.617,1.0,0.327,0.158,0.0,0.197,0.588,81.628,322000.0
Miguel,Drake,360IAlyVv4PCEVjgyMZrxK,76.0,4121900.0,0.0,4.0,Don't Forget My Love,66.0,360IAlyVv4PCEVjgyMZrxK,0.638,0.875,2.0,-6.222,1.0,0.0413,0.0239,0.0149,0.119,0.251,121.035,199091.0
Miguel,Drake,360IAlyVv4PCEVjgyMZrxK,76.0,4121900.0,0.0,4.0,Adorn,67.0,360IAlyVv4PCEVjgyMZrxK,0.625,0.576,11.0,-5.693,0.0,0.175,0.0543,4.07e-05,0.187,0.235,179.063,193147.0
Miguel,Drake,360IAlyVv4PCEVjgyMZrxK,76.0,4121900.0,0.0,4.0,waves - Tame Impala Remix,68.0,360IAlyVv4PCEVjgyMZrxK,0.529,0.894,2.0,-3.599,1.0,0.0412,0.308,5.38e-06,0.254,0.543,108.024,253347.0
Miguel,Drake,360IAlyVv4PCEVjgyMZrxK,76.0,4121900.0,0.0,4.0,All I Want Is You (feat. J. Cole),69.0,360IAlyVv4PCEVjgyMZrxK,0.776,0.603,5.0,-5.696,1.0,0.0343,0.0728,6.25e-05,0.111,0.921,96.888,295920.0
Miguel,Drake,360IAlyVv4PCEVjgyMZrxK,76.0,4121900.0,0.0,4.0,Sky Walker (feat. Travis Scott),74.0,360IAlyVv4PCEVjgyMZrxK,0.674,0.506,6.0,-10.532,1.0,0.0434,0.173,0.0,0.0866,0.183,145.965,259333.0
Miguel,Drake,360IAlyVv4PCEVjgyMZrxK,76.0,4121900.0,0.0,4.0,How Many Drinks?,64.0,360IAlyVv4PCEVjgyMZrxK,0.379,0.608,0.0,-7.011,0.0,0.134,0.00311,0.000614,0.248,0.241,81.822,272987.0
Miguel,Drake,360IAlyVv4PCEVjgyMZrxK,76.0,4121900.0,0.0,4.0,Remind Me to Forget,63.0,360IAlyVv4PCEVjgyMZrxK,0.689,0.505,0.0,-6.389,1.0,0.0933,0.158,0.0,0.138,0.312,99.017,217293.0
21 Savage,Drake,1URnnhqYAYcrqrcwql10ft,86.0,11513911.0,4.0,3.0,m y . l i f e (with 21 Savage & Morray),79.0,1URnnhqYAYcrqrcwql10ft,0.597,0.587,7.0,-7.026,0.0,0.137,0.0622,0.0,0.214,0.0753,140.021,218802.0
21 Savage,Drake,1URnnhqYAYcrqrcwql10ft,86.0,11513911.0,4.0,3.0,Knife Talk (with 21 Savage ft. Project Pat),85.0,1URnnhqYAYcrqrcwql10ft,0.849,0.424,5.0,-9.579,0.0,0.324,0.0635,0.0,0.0834,0.153,145.887,242966.0
21 Savage,Drake,1URnnhqYAYcrqrcwql10ft,86.0,11513911.0,4.0,3.0,a lot,79.0,1URnnhqYAYcrqrcwql10ft,0.837,0.636,1.0,-7.643,1.0,0.086,0.0395,0.00125,0.342,0.274,145.972,288624.0
21 Savage,Drake,1URnnhqYAYcrqrcwql10ft,86.0,11513911.0,4.0,3.0,Jimmy Cooks (feat. 21 Savage),93.0,1URnnhqYAYcrqrcwql10ft,0.529,0.673,0.0,-4.711,1.0,0.175,0.000307,2.41e-06,0.093,0.366,165.921,218365.0
21 Savage,Drake,1URnnhqYAYcrqrcwql10ft,86.0,11513911.0,4.0,3.0,Cash In Cash Out,84.0,1URnnhqYAYcrqrcwql10ft,0.877,0.56,7.0,-3.751,1.0,0.0596,0.00721,1.45e-06,0.0839,0.154,119.971,216136.0
21 Savage,Drake,1URnnhqYAYcrqrcwql10ft,86.0,11513911.0,4.0,3.0,Rich Nigga Shit (feat. Young Thug),76.0,1URnnhqYAYcrqrcwql10ft,0.825,0.733,1.0,-5.625,0.0,0.0969,0.349,0.0,0.112,0.62,97.974,190331.0
21 Savage,Drake,1URnnhqYAYcrqrcwql10ft,86.0,11513911.0,4.0,3.0,ball w/o you,79.0,1URnnhqYAYcrqrcwql10ft,0.892,0.633,8.0,-7.471,1.0,0.0902,0.0467,0.000189,0.139,0.459,137.994,195047.0
21 Savage,Drake,1URnnhqYAYcrqrcwql10ft,86.0,11513911.0,4.0,3.0,Runnin,78.0,1URnnhqYAYcrqrcwql10ft,0.819,0.626,10.0,-4.574,0.0,0.202,0.00748,0.101,0.167,0.415,143.01,195906.0
21 Savage,Drake,1URnnhqYAYcrqrcwql10ft,86.0,11513911.0,4.0,3.0,Bank Account,78.0,1URnnhqYAYcrqrcwql10ft,0.884,0.347,8.0,-8.227,0.0,0.35,0.015,7e-06,0.0871,0.376,75.016,220307.0
21 Savage,Drake,1URnnhqYAYcrqrcwql10ft,86.0,11513911.0,4.0,3.0,New Money (with 21 Savage),75.0,1URnnhqYAYcrqrcwql10ft,0.875,0.831,11.0,-5.991,1.0,0.0772,0.278,1.69e-05,0.0877,0.742,91.99,170322.0
Metro Boomin,Drake,0iEtIxbK0KxaSlF7G42ZOp,78.0,3019803.0,0.0,4.0,10 Freaky Girls (with 21 Savage),77.0,0iEtIxbK0KxaSlF7G42ZOp,0.81,0.353,6.0,-9.931,0.0,0.31,0.588,0.0,0.102,0.0727,88.031,208293.0
Metro Boomin,Drake,0iEtIxbK0KxaSlF7G42ZOp,78.0,3019803.0,0.0,4.0,Space Cadet (feat. Gunna),81.0,0iEtIxbK0KxaSlF7G42ZOp,0.901,0.464,5.0,-9.789,0.0,0.0645,0.368,1.71e-05,0.238,0.638,109.004,203267.0
Metro Boomin,Drake,0iEtIxbK0KxaSlF7G42ZOp,78.0,3019803.0,0.0,4.0,Rich Nigga Shit (feat. Young Thug),76.0,0iEtIxbK0KxaSlF7G42ZOp,0.825,0.733,1.0,-5.625,0.0,0.0969,0.349,0.0,0.112,0.62,97.974,190331.0
Metro Boomin,Drake,0iEtIxbK0KxaSlF7G42ZOp,78.0,3019803.0,0.0,4.0,Mr. Right Now (feat. Drake),74.0,0iEtIxbK0KxaSlF7G42ZOp,0.647,0.667,5.0,-5.563,1.0,0.304,0.231,0.0,0.133,0.704,172.08,193839.0
Metro Boomin,Drake,0iEtIxbK0KxaSlF7G42ZOp,78.0,3019803.0,0.0,4.0,No Heart,73.0,0iEtIxbK0KxaSlF7G42ZOp,0.906,0.444,4.0,-8.692,0.0,0.384,0.136,6.44e-05,0.173,0.678,140.063,235040.0
Metro Boomin,Drake,0iEtIxbK0KxaSlF7G42ZOp,78.0,3019803.0,0.0,4.0,Runnin,78.0,0iEtIxbK0KxaSlF7G42ZOp,0.819,0.626,10.0,-4.574,0.0,0.202,0.00748,0.101,0.167,0.415,143.01,195906.0
Metro Boomin,Drake,0iEtIxbK0KxaSlF7G42ZOp,78.0,3019803.0,0.0,4.0,Overdue (with Travis Scott),72.0,0iEtIxbK0KxaSlF7G42ZOp,0.638,0.4,11.0,-11.212,0.0,0.0425,0.733,0.000133,0.334,0.495,150.133,166093.0
Metro Boomin,Drake,0iEtIxbK0KxaSlF7G42ZOp,78.0,3019803.0,0.0,4.0,X (feat. Future),72.0,0iEtIxbK0KxaSlF7G42ZOp,0.835,0.413,1.0,-9.81,1.0,0.396,0.373,0.00133,0.101,0.111,149.004,258880.0
Metro Boomin,Drake,0iEtIxbK0KxaSlF7G42ZOp,78.0,3019803.0,0.0,4.0,Glock In My Lap,72.0,0iEtIxbK0KxaSlF7G42ZOp,0.847,0.733,10.0,-6.439,0.0,0.16,0.00574,1.04e-05,0.151,0.202,130.029,193591.0
Metro Boomin,Drake,0iEtIxbK0KxaSlF7G42ZOp,78.0,3019803.0,0.0,4.0,Ric Flair Drip (with Metro Boomin),81.0,0iEtIxbK0KxaSlF7G42ZOp,0.88,0.428,9.0,-8.28,1.0,0.206,0.149,5.05e-05,0.114,0.333,100.007,172800.0
Migos,Drake,6oMuImdp5ZcFhWP0ESe6mG,77.0,12488579.0,0.0,5.0,Bad and Boujee (feat. Lil Uzi Vert),74.0,6oMuImdp5ZcFhWP0ESe6mG,0.926,0.666,11.0,-5.314,1.0,0.244,0.0611,0.0,0.123,0.168,127.079,343150.0
Migos,Drake,6oMuImdp5ZcFhWP0ESe6mG,77.0,12488579.0,0.0,5.0,Slippery (feat. Gucci Mane),70.0,6oMuImdp5ZcFhWP0ESe6mG,0.92,0.675,1.0,-5.661,0.0,0.263,0.307,0.0,0.104,0.749,141.967,304041.0
Migos,Drake,6oMuImdp5ZcFhWP0ESe6mG,77.0,12488579.0,0.0,5.0,Narcos,72.0,6oMuImdp5ZcFhWP0ESe6mG,0.936,0.585,0.0,-6.914,1.0,0.125,0.0142,0.0,0.132,0.242,124.991,255379.0
Migos,Drake,6oMuImdp5ZcFhWP0ESe6mG,77.0,12488579.0,0.0,5.0,I Get the Bag (feat. Migos),70.0,6oMuImdp5ZcFhWP0ESe6mG,0.89,0.633,11.0,-5.475,1.0,0.168,0.0232,0.000343,0.0993,0.425,139.948,233087.0
Migos,Drake,6oMuImdp5ZcFhWP0ESe6mG,77.0,12488579.0,0.0,5.0,Need It (feat. YoungBoy Never Broke Again),66.0,6oMuImdp5ZcFhWP0ESe6mG,0.852,0.747,11.0,-3.666,0.0,0.169,0.0311,0.0,0.0789,0.898,148.005,195681.0
Migos,Drake,6oMuImdp5ZcFhWP0ESe6mG,77.0,12488579.0,0.0,5.0,Stir Fry,78.0,6oMuImdp5ZcFhWP0ESe6mG,0.817,0.816,2.0,-5.402,1.0,0.269,0.00263,0.0,0.159,0.508,181.982,190288.0
Migos,Drake,6oMuImdp5ZcFhWP0ESe6mG,77.0,12488579.0,0.0,5.0,Pure Water (with Migos),76.0,6oMuImdp5ZcFhWP0ESe6mG,0.682,0.559,0.0,-5.545,1.0,0.127,0.174,0.0,0.344,0.137,202.015,192471.0
Migos,Drake,6oMuImdp5ZcFhWP0ESe6mG,77.0,12488579.0,0.0,5.0,MotorSport,72.0,6oMuImdp5ZcFhWP0ESe6mG,0.904,0.518,2.0,-5.32,1.0,0.183,0.0305,0.0,0.325,0.188,137.996,303077.0
Migos,Drake,6oMuImdp5ZcFhWP0ESe6mG,77.0,12488579.0,0.0,5.0,Walk It Talk It,75.0,6oMuImdp5ZcFhWP0ESe6mG,0.907,0.633,2.0,-5.145,1.0,0.184,0.0876,2.6e-06,0.106,0.395,145.914,276147.0
Migos,Drake,6oMuImdp5ZcFhWP0ESe6mG,77.0,12488579.0,0.0,5.0,Slide (feat. Frank Ocean & Migos),73.0,6oMuImdp5ZcFhWP0ESe6mG,0.736,0.795,1.0,-3.299,0.0,0.0545,0.498,1.21e-06,0.254,0.511,104.066,230813.0
Ty Dolla ign,Drake,7c0XG5cIJTrrAgEC3ULPiq,80.0,4303762.0,4.0,7.0,Chosen (feat. Ty Dolla $ign),79.0,7c0XG5cIJTrrAgEC3ULPiq,0.571,0.767,2.0,-5.16,1.0,0.287,0.336,0.0,0.0809,0.605,93.421,161684.0
Ty Dolla ign,Drake,7c0XG5cIJTrrAgEC3ULPiq,80.0,4303762.0,4.0,7.0,Scared of the Dark (feat. XXXTENTACION),70.0,7c0XG5cIJTrrAgEC3ULPiq,0.443,0.623,0.0,-6.717,0.0,0.0718,0.0468,0.0,0.247,0.156,79.365,233000.0
Ty Dolla ign,Drake,7c0XG5cIJTrrAgEC3ULPiq,80.0,4303762.0,4.0,7.0,WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),78.0,7c0XG5cIJTrrAgEC3ULPiq,0.493,0.653,0.0,-5.666,0.0,0.0466,0.269,0.0,0.511,0.852,142.347,121573.0
Ty Dolla ign,Drake,7c0XG5cIJTrrAgEC3ULPiq,80.0,4303762.0,4.0,7.0,Spicy (feat. Post Malone),75.0,7c0XG5cIJTrrAgEC3ULPiq,0.782,0.51,4.0,-5.724,0.0,0.0419,0.143,0.0,0.115,0.118,99.993,143375.0
Ty Dolla ign,Drake,7c0XG5cIJTrrAgEC3ULPiq,80.0,4303762.0,4.0,7.0,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),69.0,7c0XG5cIJTrrAgEC3ULPiq,0.872,0.814,0.0,-4.568,1.0,0.155,0.00485,1.96e-06,0.214,0.57,98.985,199427.0
Ty Dolla ign,Drake,7c0XG5cIJTrrAgEC3ULPiq,80.0,4303762.0,4.0,7.0,OTW,73.0,7c0XG5cIJTrrAgEC3ULPiq,0.652,0.678,2.0,-6.183,1.0,0.0541,0.183,3.26e-05,0.106,0.28,72.989,263014.0
Ty Dolla ign,Drake,7c0XG5cIJTrrAgEC3ULPiq,80.0,4303762.0,4.0,7.0,Bacc Seat (feat. Ty Dolla $ign),68.0,7c0XG5cIJTrrAgEC3ULPiq,0.783,0.524,1.0,-6.828,1.0,0.115,0.0404,0.0,0.087,0.153,144.989,172320.0
Ty Dolla ign,Drake,7c0XG5cIJTrrAgEC3ULPiq,80.0,4303762.0,4.0,7.0,Nights Like This (feat. Ty Dolla $ign),74.0,7c0XG5cIJTrrAgEC3ULPiq,0.61,0.725,8.0,-5.131,1.0,0.15,0.367,0.0,0.154,0.291,146.163,201788.0
Ty Dolla ign,Drake,7c0XG5cIJTrrAgEC3ULPiq,80.0,4303762.0,4.0,7.0,Swalla (feat. Nicki Minaj & Ty Dolla $ign),77.0,7c0XG5cIJTrrAgEC3ULPiq,0.696,0.817,1.0,-3.862,1.0,0.109,0.075,0.0,0.187,0.782,98.064,216409.0
Ty Dolla ign,Drake,7c0XG5cIJTrrAgEC3ULPiq,80.0,4303762.0,4.0,7.0,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix",77.0,7c0XG5cIJTrrAgEC3ULPiq,0.805,0.33,1.0,-8.712,0.0,0.1,0.22,0.0,0.105,0.211,121.97,242983.0
Lil Wayne,Drake,55Aa2cqylxrFIXC767Z865,85.0,12394755.0,32.0,5.0,ay! (feat. Lil Wayne),73.0,55Aa2cqylxrFIXC767Z865,0.742,0.617,2.0,-6.689,1.0,0.0345,0.05,5.92e-05,0.0711,0.491,147.002,124188.0
Lil Wayne,Drake,55Aa2cqylxrFIXC767Z865,85.0,12394755.0,32.0,5.0,Lollipop,62.0,55Aa2cqylxrFIXC767Z865,0.832,0.43,0.0,-9.39,1.0,0.0826,0.0606,0.00323,0.124,0.462,148.074,299333.0
Lil Wayne,Drake,55Aa2cqylxrFIXC767Z865,85.0,12394755.0,32.0,5.0,A Milli,64.0,55Aa2cqylxrFIXC767Z865,0.663,0.688,6.0,-8.659,0.0,0.283,0.0391,0.00224,0.223,0.731,151.589,221813.0
Lil Wayne,Drake,55Aa2cqylxrFIXC767Z865,85.0,12394755.0,32.0,5.0,Scared of the Dark (feat. XXXTENTACION),70.0,55Aa2cqylxrFIXC767Z865,0.443,0.623,0.0,-6.717,0.0,0.0718,0.0468,0.0,0.247,0.156,79.365,233000.0
Lil Wayne,Drake,55Aa2cqylxrFIXC767Z865,85.0,12394755.0,32.0,5.0,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",76.0,55Aa2cqylxrFIXC767Z865,0.502,0.786,9.0,-4.378,0.0,0.317,0.255,0.0,0.65,0.739,169.021,243491.0
Lil Wayne,Drake,55Aa2cqylxrFIXC767Z865,85.0,12394755.0,32.0,5.0,Possessive (feat. Lil Wayne & BLEU),70.0,55Aa2cqylxrFIXC767Z865,0.734,0.398,9.0,-9.453,1.0,0.243,0.0136,0.000158,0.111,0.243,91.941,233747.0
Lil Wayne,Drake,55Aa2cqylxrFIXC767Z865,85.0,12394755.0,32.0,5.0,Forever,73.0,55Aa2cqylxrFIXC767Z865,0.457,0.906,5.0,-2.278,0.0,0.342,0.249,0.0,0.182,0.54,104.02,357707.0
Lil Wayne,Drake,55Aa2cqylxrFIXC767Z865,85.0,12394755.0,32.0,5.0,Mirror,75.0,55Aa2cqylxrFIXC767Z865,0.328,0.622,5.0,-7.291,0.0,0.0866,0.858,0.0,0.104,0.401,74.267,228093.0
Lil Wayne,Drake,55Aa2cqylxrFIXC767Z865,85.0,12394755.0,32.0,5.0,6 Foot 7 Foot,73.0,55Aa2cqylxrFIXC767Z865,0.365,0.751,2.0,-5.429,1.0,0.304,0.000707,0.0,0.318,0.604,79.119,248587.0
Lil Wayne,Drake,55Aa2cqylxrFIXC767Z865,85.0,12394755.0,32.0,5.0,Love Me,75.0,55Aa2cqylxrFIXC767Z865,0.674,0.608,8.0,-6.628,0.0,0.0334,0.0119,0.0,0.103,0.464,124.952,253440.0
Wale,Big Sean,67nwj3Y5sZQLl72VNUHEYE,70.0,3728546.0,2.0,10.0,Poke It Out (feat. J. Cole),57.0,67nwj3Y5sZQLl72VNUHEYE,0.778,0.934,9.0,-3.488,1.0,0.321,0.184,0.0,0.123,0.803,98.97,183333.0
Wale,Big Sean,67nwj3Y5sZQLl72VNUHEYE,70.0,3728546.0,2.0,10.0,Beauty In The Madness,49.0,67nwj3Y5sZQLl72VNUHEYE,0.718,0.614,5.0,-4.854,0.0,0.0534,0.118,0.0,0.283,0.592,130.581,220735.0
Wale,Big Sean,67nwj3Y5sZQLl72VNUHEYE,70.0,3728546.0,2.0,10.0,Lotus Flower Bomb (feat. Miguel),68.0,67nwj3Y5sZQLl72VNUHEYE,0.512,0.598,9.0,-4.959,0.0,0.115,0.611,0.0,0.0881,0.345,70.189,213253.0
Wale,Big Sean,67nwj3Y5sZQLl72VNUHEYE,70.0,3728546.0,2.0,10.0,Change,58.0,67nwj3Y5sZQLl72VNUHEYE,0.511,0.85,11.0,-3.562,0.0,0.195,0.0237,0.0,0.0615,0.326,90.047,277970.0
